,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"شماره","خوشه","نام گروه","نام استاندارد","کد استاندارد قدیم","ISCO",,,,,,,,,,,,,,,"پیشنیاز","سطح تحصيلات ورودي","ساعت- نظری","ساعت-عملی","ساعت-کارورزی","ساعت-پروژه","ساعت کل","کارو دانش","نوع","نام استاندارد به لاتین","تاریخ تدوین و به روز رسانی"
,,,,,"نسخه","کد شایستگی",,,"کد شغل",,,"کد گروه",,,"سطح مهارت","کد ISCO",,,,,,,,,,,,,,
"3159","کشاورزی","گياهان دارويي و داروهای گیاهی","تکنسین آزمایشگاه شیمیایی داروها و فراورده های گیاهان دارویی","6112/22/1","1","0","0","0","6","1","0","5","0","1","3","9","3","1","3","ندارد","ليسانس شيمي","39","79","100","0","218","هیچ کدام","شغل",,"1393/04/01"
"3160","کشاورزی","گياهان دارويي و داروهای گیاهی","تکنسین نگهداری و تعمیرات خطوط تولید دمنوش","6112/16/1","1","0","0","0","7","1","0","5","0","1","3","2","2","1","3","ندارد","مهندسي مكانيك- برق- الكترونيك-ساخت و توليد","34","73","100","0","207","هیچ کدام","شغل",,"1393/04/01"
"3161","کشاورزی","گياهان دارويي و داروهای گیاهی","تکنسین نگهداری وتعمیرات خط تولید نیمه جامدات ازگیاهان دارویی","6112/15/1","1","0","0","0","8","1","0","5","0","1","3","2","2","1","3","ندارد","مهندسي مكانيك- برق- الكترونيك-ساخت و توليد","37","89","100","0","226","هیچ کدام","شغل",,"1393/04/01"
"3162","کشاورزی","گياهان دارويي و داروهای گیاهی","سرپرست خط توليد جامدات  ازگياهان دارويي","6112/70/1","1","0","0","0","0","2","0","5","0","1","3","2","2","1","3","ندارد","ليسانس شيمي-صنايع غذايي-توليد وبهره برداري از گياهان دارويي و معطر","61","137","100","0","298","هیچ کدام","شغل",,"1393/04/01"
"3163","کشاورزی","گياهان دارويي و داروهای گیاهی","سرپرست خط تولید دمنوش ها و تی بگ های گیاهی","6112/23/1","1","0","0","0","1","2","0","5","0","1","3","9","3","1","3","ندارد","ليسانس شيمي-صنايع غذايي-توليد وبهره برداري از گياهان دارويي و معطر","35","75","70","0","180","هیچ کدام","شغل",,"1393/04/01"
"3164","کشاورزی","گياهان دارويي و داروهای گیاهی","سرپرست خط تولید نیمه جامدات گیاهی","6112/24/1","1","0","0","0","2","2","0","5","0","1","4","9","6","2","2","ندارد","ليسانس شيمي-صنايع غذايي-توليد وبهره برداري از گياهان دارويي و معطر","33","84","100","0","217","هیچ کدام","شغل",,"1393/04/01"
"3165","کشاورزی","گياهان دارويي و داروهای گیاهی","سرپرست كنترل كيفيت فراورده هاي اوليه گياهان دارويي","6112/99/1","1","0","0","0","3","2","0","5","0","1","3","2","2","1","3","ندارد","ليسانس شيمي و داروسازي و صنايع غذايي و گياهان دارويي","39","74","100","0","213","هیچ کدام","شغل",,"1393/04/01"
"3166","کشاورزی","گياهان دارويي و داروهای گیاهی","سرپرست نگهداري و تعميرات واحد اسانس گيري گياهان دارويي","6112/111/1","1","0","0","0","4","2","0","5","0","1","3","2","2","1","3","ندارد","مهندس مكانيك- كارداني حرارت مركزي و تهويه مطبوع","56","91","20","0","167","هیچ کدام","شغل",,"1393/04/01"
"3167","کشاورزی","گياهان دارويي و داروهای گیاهی","سرپرست واحد سورتینگ گیاهان دارویی","6112/20/1","1","0","0","0","5","2","0","5","0","1","3","3","3","1","3","ندارد","كارداني توليد و بهره برداري از گياهان دارويي و معطر-كارداني تكنولوژي توليدات گياهي-كارذاني صنايع غذايي","45","72","100","0","217","هیچ کدام","شغل",,"1393/04/01"
"3168","کشاورزی","گياهان دارويي و داروهای گیاهی","صادر کننده عرقیات گیاهی","6112/93/1","1","0","0","0","6","2","0","5","0","1","3","2","2","3","3","ندارد","ليسانس كشاورزي-بازرگاني - مديريت","62","99","0","10","171","هیچ کدام","شغل",,"1393/04/01"
"3169","کشاورزی","گياهان دارويي و داروهای گیاهی","صادركننده زيره","6112/108/1","1","0","0","0","7","2","0","5","0","1","3","2","2","3","3","ندارد","كارشناسي كشاورزي- بازرگاني - مديريت","62","95","0","10","167","هیچ کدام","شغل",,"1393/04/01"
"3170","کشاورزی","گياهان دارويي و داروهای گیاهی","صادركننده عصاره و اسانس گياهي","6112/31/1","1","0","0","0","8","2","0","5","0","1","3","2","2","3","3","ندارد","ليسانس كشاورزي- بازرگاني -مديريت","62","99","0","10","171","هیچ کدام","شغل",,"1393/04/01"
"3171","کشاورزی","گياهان دارويي و داروهای گیاهی","صادرکننده آلوئه ورا و فرآورده های آن","6112/91/1","1","0","0","0","9","2","0","5","0","1","3","2","2","3","3","ندارد","ليسانس كشاورزي-بازرگاني - مديريت","62","95","0","10","167","هیچ کدام","شغل",,"1393/04/01"
"3172","کشاورزی","گياهان دارويي و داروهای گیاهی","صادرکننده عمومی گیاهان دارویی","6112/90/1","1","0","0","0","0","3","0","5","0","1","3","2","2","3","3","ندارد","ليسانس كشاورزي-بازرگاني – مديريت","65","117","0","10","192","هیچ کدام","شغل",,"1393/04/01"
"3173","کشاورزی","گياهان دارويي و داروهای گیاهی","طرح ریزی واحد فرآورده های گیاهان دارویی","6112/180/1","1","0","0","0","1","3","0","5","0","1","4","9","6","2","2","ندارد","ليسانس :صنايع- صنايع غذايي- توليد و بهره برداري از گياهان دارويي و معطر-اقتصاد-مديريت بازرگاني- مديريت كشاورزي","32","80","0","100","212","هیچ کدام","شغل",,"1393/04/01"
"3174","کشاورزی","گياهان دارويي و داروهای گیاهی","عشاب(داروچين)","6112/140/1","1","0","0","0","2","3","0","5","0","1","2","1","1","1","6","ندارد","ديپلم","60","109","100","0","269","هیچ کدام","شغل",,"1393/04/01"
"3175","کشاورزی","گياهان دارويي و داروهای گیاهی","فرمولاتور تولید داروهاي گیاهی ","6112/62/1","1","0","0","0","3","3","0","5","0","1","4","9","6","2","2","ندارد","دكتري عمومي داروسازي يا فوق ليسانس شيمي","145","55","0","0","200","هیچ کدام","شغل",,"1393/04/01"
"3176","کشاورزی","گياهان دارويي و داروهای گیاهی","فرمولاتور توليد فراورده هاي آرايشي و بهداشتي گياهي","6112/170/1","1","0","0","0","4","3","0","5","0","1","4","9","6","2","2","ندارد","داروساز- كارشناسي ارشد شيمي","128","235","0","0","363","هیچ کدام","شغل",,"1393/04/01"
"3177","کشاورزی","گياهان دارويي و داروهای گیاهی","فروشندگی زعفران","6112/89/1","1","0","0","0","5","3","0","5","0","1","2","3","2","2","5","ندارد","ديپلم","39","61","0","10","110","هیچ کدام","شغل",,"1393/04/01"
"3178","کشاورزی","گياهان دارويي و داروهای گیاهی","فروشنده زیره","6112/88/1","1","0","0","0","6","3","0","5","0","1","2","3","2","2","5","ندارد","ديپلم","39","61","0","10","110","هیچ کدام","شغل",,"1393/04/01"
"3179","کشاورزی","گياهان دارويي و داروهای گیاهی","فروشنده عرقیات گیاهی","6112/97/1","1","0","0","0","7","3","0","5","0","1","2","3","2","2","5","ندارد","ديپلم","39","61","0","10","110","هیچ کدام","شغل",,"1393/04/01"
"3180","کشاورزی","گياهان دارويي و داروهای گیاهی","كارشناس اناليز كيفي و كمي مواد موثره گياهان دارويي","6112/156/1","1","0","0","0","9","3","0","5","0","1","4","9","6","2","2","ندارد","كارشناسي ارشد شيمي","161","265","0","0","426","هیچ کدام","شغل",,"1393/04/01"
"3181","کشاورزی","گياهان دارويي و داروهای گیاهی","كارشناس بورس گياهان دارويي","6112/107/1","1","0","0","0","0","4","0","5","0","1","2","1","1","2","5","ندارد","كارشناس كشاورزي-بازرگاني-مديريت","50","100","0","0","150","هیچ کدام","شغل",,"1393/04/01"
"3182","کشاورزی","گياهان دارويي و داروهای گیاهی","كارگر خط توليد جامدات از گياهان دارويي","6111-62-012-1","1","0","0","0","2","4","0","5","0","1","1","2","2","6","9","ندارد","لیسانس کشاورزی","16","51","120","0","187","هیچ کدام","شغل",,"1392/07/01"
"3183","کشاورزی","گياهان دارويي و داروهای گیاهی","كارگر فني خط توليدنيمه جامدات ازگياهان دارويي","6111-62-013-1","1","0","0","0","3","4","0","5","0","1","1","2","2","6","9","ندارد","لیسانس کشاورزی","17","58","0","100","175","هیچ کدام","شغل",,"1392/07/01"
"3184","کشاورزی","گياهان دارويي و داروهای گیاهی","كارگرتوزين‘پركردن و تخليه گياه در مخازن اسانس گيري","6112/100/1","1","0","0","0","4","4","0","5","0","1","1","2","2","6","9","ندارد","ديپلم","26","41","0","100","167","هیچ کدام","شغل",,"1393/04/01"
"3185","کشاورزی","گياهان دارويي و داروهای گیاهی","کارگر آسیاب و مش بندی گیاهان دارویی","6112/10/1","1","0","0","0","8","4","0","5","0","1","1","2","2","6","9","ندارد","ديپلم","21","46","70","0","137","هیچ کدام","شغل",,"1393/04/01"
"3186","کشاورزی","گياهان دارويي و داروهای گیاهی","کارگر تمیز کردن و جداسازی ناخالصی از گیاهان دارویی","6112/53/1","1","0","0","0","9","4","0","5","0","1","1","2","2","6","9","ندارد","پايان دوره راهنمايي","26","39","30","0","95","هیچ کدام","شغل",,"1393/04/01"
"3187","کشاورزی","گياهان دارويي و داروهای گیاهی","کارگر فنی خط تولید عرقیات","6112/66/1","1","0","0","0","0","5","0","5","0","1","1","2","2","6","9","ندارد","ديپلم يا كارداني تكنولوزي گياهي يا صنايع غذايي","45","83","100","0","228","هیچ کدام","شغل",,"1393/04/01"
"3188","کشاورزی","گياهان دارويي و داروهای گیاهی","متصدي اناليز كيفي و كمي مواد موثره گياهان داروييي","6112/171/1","1","0","0","0","4","5","0","5","0","1","4","9","6","2","2","ندارد","كارشناسي ارشد شيمي","161","265","0","0","426","هیچ کدام","شغل",,"1393/04/01"
"3189","کشاورزی","گياهان دارويي و داروهای گیاهی","متصدي تحقيق و توسعه باليني داروهاي گياهي","6112/157/1","1","0","0","0","5","5","0","5","0","1","4","3","2","2","1","ندارد","فوق ليسانس داروسازي-مامايي-پرستاري-بهداشت عمومي تغذيه","70","165","0","0","235","هیچ کدام","شغل",,"1393/04/01"
"3190","کشاورزی","گياهان دارويي و داروهای گیاهی","متصدي تحقيق و توسعه داروهاي گياهي دامپزشكي","6112/55/1","1","0","0","0","6","5","0","5","0","1","4","3","2","2","1","ندارد","دكتراي عمومي دامپزشكي","55","117","0","0","172","هیچ کدام","شغل",,"1392/07/01"
"3191","کشاورزی","گياهان دارويي و داروهای گیاهی","متصدی کشت بافت گیاهان دارویی","6112/59/1","1","0","0","0","7","5","0","5","0","1","3","1","4","1","3","ندارد","ليسانس زراعت يا اصلاح نباتات يا بيوتكنولوژي كشاورزي يا توليدات گياهي","27","79","60","0","166","هیچ کدام","شغل",,"1393/04/01"
"3192","کشاورزی","گياهان دارويي و داروهای گیاهی","متصدی گواهی بذر گیاهان دارویی","6112/54/1","1","0","0","0","8","5","0","5","0","1","3","2","4","1","3","ندارد","ليسانس زراعت يا اصلاح نباتات يا باغباني(گياهان دارويي)","34","86","80","0","200","هیچ کدام","شغل",,"1393/04/01"
"3193","کشاورزی","گياهان دارويي و داروهای گیاهی","مدير توليد واحد هاي داروسازي گياهي","6112/166/1","1","0","0","0","9","5","0","5","0","1","4","9","3","4","1","ندارد","كارشناس شيمي يا گياهان دارويي يا دكتري داروسازي","53","172","100","0","325","هیچ کدام","شغل",,"1393/04/01"
